run_id,num_features,cv_accuracy,selected_features,feature_mask,time_seconds,KNN_recall,KNN_f1,KNN_auc,SVM_recall,SVM_f1,SVM_auc,Naive Bayes_recall,Naive Bayes_f1,Naive Bayes_auc,Random Forest_recall,Random Forest_f1,Random Forest_auc,Gradient Boosting_recall,Gradient Boosting_f1,Gradient Boosting_auc,XGBoost_recall,XGBoost_f1,XGBoost_auc,LightGBM_recall,LightGBM_f1,LightGBM_auc
1,7,0.8987914434876941,"22,23,24,25,26,28,30","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0",140.12407207489014,0.8793780764861795,0.8782473278119912,0.9154202953426733,0.8587656190836804,0.8651842562222651,0.9285071942446043,0.74349204846649,0.7420242800677583,0.8624810677773571,0.932364634608103,0.9336561513446795,0.9466584627035214,0.9440316168118137,0.9440316168118137,0.9490249905338888,0.9443392654297614,0.9463327370304114,0.9448599015524421,0.9392512305944718,0.9412215691285459,0.9453095418402121
2,8,0.8755390195945487,"8,12,22,23,24,25,26,27","0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0",137.05989503860474,0.8338934115865203,0.8343909794929223,0.9059896819386596,0.8533699356304429,0.8581070946452678,0.9248390761075351,0.7533604695191215,0.7506720784355068,0.8648002650511171,0.9341631957591822,0.9361104012266803,0.9415467625899281,0.9404344945096554,0.9391236639059957,0.9399493563044302,0.9443392654297614,0.9463327370304114,0.9454042029534269,0.9461378265808406,0.9488095238095238,0.9478890571753125
3,7,0.8993728388365314,"10,22,23,24,25,26,31","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1",142.02052474021912,0.8641139719803105,0.8630282437884901,0.9096932979931844,0.8587656190836804,0.8651842562222651,0.9278209011737978,0.7437996970844377,0.7434352385172057,0.8643032942067399,0.9410497917455509,0.9436904761904762,0.9489066641423703,0.9368373722074972,0.9342414831545267,0.947332923135176,0.9443392654297614,0.9463327370304114,0.9438304619462325,0.9392512305944718,0.9412215691285459,0.9461614918591443
4,7,0.8976303478201911,"12,22,23,24,25,26,29","0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0",135.98876905441284,0.8883708822415752,0.8901098901098901,0.9177039946989776,0.8704326012873911,0.8759645200836519,0.9273002650511171,0.76533510034078,0.7629325513196481,0.8605168496781523,0.9356541082923135,0.9363042228818932,0.943073173040515,0.9350388110564181,0.9318097721706342,0.9399020257478229,0.9425407042786823,0.9438628972916518,0.9436293070806513,0.9407421431276032,0.9413998850513418,0.9456408557364634
5,7,0.8900739033154789,"7,22,23,24,25,26,27","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0",138.5913281440735,0.8641139719803105,0.8630282437884901,0.9091726618705037,0.8701249526694435,0.8739915436185418,0.9312996970844375,0.7467815221507005,0.7449180366382981,0.8651552442256721,0.9410497917455509,0.9436904761904762,0.9499361037485801,0.9440316168118137,0.9440316168118137,0.9535687239681939,0.9425407042786823,0.9438628972916518,0.9437712987504732,0.9425407042786823,0.9438628972916518,0.9449308973873534
6,7,0.8906569936944878,"7,22,23,24,25,26,31","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1",139.0459771156311,0.8548608481635744,0.8585619367146897,0.9119296667928813,0.875212987504733,0.8791347459198259,0.9310630443014011,0.7467815221507005,0.7449180366382981,0.8651079136690647,0.9443392654297614,0.9463327370304114,0.9454042029534266,0.9422330556607346,0.9415743612464924,0.9498177773570616,0.9425407042786823,0.9438628972916518,0.9439132904202951,0.9443392654297614,0.9463327370304114,0.948054714123438
7,9,0.8650603430741068,"4,13,21,22,23,24,25,26,27","0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0",139.3502688407898,0.853014956455888,0.8472113004223096,0.8940505490344567,0.8399043922756532,0.8449556501045647,0.9202006815600151,0.7452906096175691,0.7441848136607547,0.863427678909504,0.9443392654297614,0.9463327370304114,0.9355121166224913,0.9422330556607346,0.9415743612464924,0.9419609049602423,0.9443392654297614,0.9463327370304114,0.9442327716773949,0.9443392654297614,0.9463327370304114,0.9487410071942446
8,7,0.8813428029018915,"3,7,22,23,24,25,26","0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0",145.12344908714294,0.8626230594471791,0.8626230594471791,0.9003336804240819,0.8770115486558121,0.8815171554533257,0.9315363498674745,0.74349204846649,0.7420242800677583,0.86501325255585,0.9410497917455509,0.9436904761904762,0.9487173419159409,0.9368373722074972,0.9342414831545267,0.9483741953805377,0.9443392654297614,0.9463327370304114,0.9405054903445664,0.9410497917455509,0.9436904761904762,0.9422567209390381
9,8,0.890641738422944,"3,12,22,23,24,25,26,31","0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1",136.51417708396912,0.8641139719803105,0.8630282437884901,0.9126514577811435,0.8617474441499433,0.8660628713820203,0.9234428246876183,0.7533604695191215,0.7506720784355068,0.8645399469897767,0.9377603180613404,0.9410393528040587,0.9419372396819385,0.9368373722074972,0.9342414831545267,0.946682127981825,0.9443392654297614,0.9463327370304114,0.9438896251419918,0.9377603180613404,0.9410393528040587,0.9433689890193109
10,6,0.9040290867177436,"15,22,23,24,25,26","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0",132.43529868125916,0.8778871639530481,0.8778871639530481,0.9224725482771677,0.8817919348731541,0.8846422120079409,0.9329562665656947,0.7485800833017797,0.7470826275174101,0.8648475956077245,0.9338555471412344,0.9338555471412344,0.9421620598258235,0.9422330556607346,0.9415743612464924,0.9493208065126846,0.9443392654297614,0.9463327370304114,0.9446232487694055,0.9407421431276032,0.9413998850513418,0.9451675501703901
